id;available;url;price;currencyId;category;picture;name;description
16427;true;http://izrael-cosmetics.ru/product/canaan-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b9-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc;$2.37;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-mineral-mud-soap-dead-sea-cosmetics.gif;Canaan Мыло с минеральной грязью Мертвого Моря, Dead Sea;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. Используется как мыло - скраб, поддерживающий оптимальный pH кожи . Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.Не сушит кожу, имеет гипоаллергенный эффект.100 г(артикул 16427)
16426;true;http://izrael-cosmetics.ru/product/%d1%85%d0%b0%d0%bd%d0%b0%d0%b0%d0%bd%d1%81%d0%ba%d0%be%d0%b5-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea;$2.18;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-mineral-enriched-soap-bar-dead-sea-products.gif;Ханаанское минеральное мыло, Dead Sea;Мыла серии Dead Sea уникальны.Они содержат в составе 21 минеральное вещество Мертвого Моря, известные своим оздоровительным эффектом, при этом мягко очищают кожу, регулируя уровень pH. Помимо минералов мыло содержит запатентованный комплекс 'CSE Complex ™' и оливковое масло.Банный эффект усилен увлажнением и деликатным очищением кожи тела.Основным катионным компонентом является магний (30%) and калий (24%).  Магний стимулирует выработку организмом протеинов, стимулирует выработку клетками энергии и способствует регенерации кожи. Калий отвечает за водно-солевой баланс100 г(артикул 16426)
15324;true;http://izrael-cosmetics.ru/product/sea-of-spa-%d1%81%d0%b5%d1%80%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea;$2.61;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-sulfur-dead-sea-soap.jpg;Sea of Spa Серное Мыло, Dead Sea;Сера - ключевой противовоспалительный ингредиент в косметике Sea of Spa. Проникая в глубокие слои кожи, она нормализует обмен веществ и предотвращает появление угрей  и прыщей.Мыло глубоко очищает, восстанавливает pH кожи, способствует регенерации клеток.Рекомендовано для всех типов кожи100 г (артикул 15324)
15322;true;http://izrael-cosmetics.ru/product/%d1%81%d0%be%d0%bb%d0%b5%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-sea-of-spat-dead-sea;$2.61;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-salt-dead-sea-soap.jpg;Солевое мыло, Sea of Spat, Dead Sea;Мягкое, но очень эффективно очищающее солевое мыло.Содержит Грязь Мертвого Моря, водоросли и другие растительные ингредиенты.Рекомендовано как легкое профилактическое антицеллюлитное средство.Подходит для всех типов кожи100 г. (артикул 15322)
15914;true;http://izrael-cosmetics.ru/product/%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-%d0%b8-%d0%bc;$2.37;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-cellulite-minerals-and-seaweed-125gr-dead-sea-soap.gif;Антицеллюлитное мыло с Минералами и Морскими Водорослями, Dead Sea ;Массажное мыло.  Водоросли Мертвого Моря воздействуют на целлюлитную  прослойку, истончая ее.Минералы Мертвого Моря поддерживают увлажненность кожи.Водоросли так же содержат вещества, помогающие организму расщеплять жиры подкожно-жировой клетчатки.125 г(артикул 15914)
15320;true;http://izrael-cosmetics.ru/product/%d0%b3%d0%bb%d0%b8%d1%86%d0%b5%d1%80%d0%b8%d0%bd%d0%be%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-sea-of-spa-dead-sea;$5.68;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-glycerin-soap-dead-sea-soap.jpg;Глицериновое мыло, Sea of Spa, Dead Sea;Мягкое мыло с Глицерином и Минералами Мертвого Моря. Подходит для любого типа кожи, даже для аллергенной.Мыло нежно очищает кожу, поддерживая ее естественный  pH. 100 г (артикул 15320)
15323;true;http://izrael-cosmetics.ru/product/%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%b2%d0%be%d0%b4%d0%be%d1%80%d0%be%d1%81%d0%bb%d1%8f%d0%bc%d0%b8-sea-of-sp;$2.61;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-seaweed-anti-cellulite-dead-sea-soap.jpg;Антицеллюлитное мыло с водорослями, Sea of Spa, Dead Sea;Содержит водоросли Мертвого Моря и Минералы. Мыло действует как скраб, плюс, проникая в более глубокие слои кожи, истончает целлюлитный слой. Увлажняет и питаетПодходит для всех типов кожи.100 г(артикул 15323)
15228;true;http://izrael-cosmetics.ru/product/%d0%b0%d0%bd%d1%82%d0%b8%d1%86%d0%b5%d0%bb%d0%bb%d1%8e%d0%bb%d0%b8%d1%82%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea;$5.68;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-cellulite-dead-sea-soap.jpg;Антицеллюлитное мыло,  Dead Sea;Мыло содержит ароматические масла:  пачули, дудника, розмарина, корицу, масло семян моркови и лимона - последние два компонента известны своим жироразрушающим эффектом. Вотрите мыло массажными движениями в кожу и оставьте на 2 минуты. Видимый эффект наблюдается уже через неделю применения125 г(артикул 15228)
13180;true;http://izrael-cosmetics.ru/product/%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b9-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-dead-sea;$5.21;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/mineral-mud-dead-sea-soap.jpg;Мыло с минеральной грязью,  Dead Sea;Классическое мыло с грязью Мертвого Моря - отлично глубоко очищает кожу, противовоспалительный эффект и стимуляция регенерации клеток.Можно использовать как маску - нанести на лицо и оставить на 10-15 минут.Подходит для всех типов кожи. Очень рекомендуется подросткам при наличии угревой сыпи125 г (артикул 13180)
13165;true;http://izrael-cosmetics.ru/product/%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85%d0%be%d0%b9-%d0%b8-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-dead-sea;$5.21;RUR;Уход за телом;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/obliphica-and-minerals-dead-sea-soap.jpg;Мыло с Облепихой и минералами, Dead Sea ;Масло Облепихи - широко известный компонент в средствах для увлажнения.Масло облепихи и Минералы Мертвого Моря замечательно увлажняют кожу, мыло подходит для использования и для кожи лица, и для тела. Дополнительно в мыле содержится масло Алоэ Вера, масло Чайного дерева, витамины A, C, E, and K, омега 3 и 6 жирные кислоты.Отлично очищает поры кожи, регенерирует клетки. Использование: нанести на влажную кожу и подержать на лице в течение 1 минуты. Смыть теплой водой125 г(артикул 13165)
