;Бланк заказа ООО ИКЦ КОНТРАКТ на 25.05.17;;;;;Сумма;4;Общий заказ;;Итого со скидкой;;;;;;;;
;121596, г.Москва, ул. Говорова, 6. Тел. 448-3794,447-4115 ;;;;;0р.;0;Вес, кГ;0;0р.;;;;;;;;
;e-mail: kontrakt@kontrakt.ru    http://www.kontrakt.ru;;;;;;0;Объём, м3;0,0;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Health & Beauty  Израиль;;;;;Базовая скидка;48%;;;Скидка по бренду;48%;;;;;;;
;;;;;;Сумма заказа по бренду;0р.;;;Сумма по бренду;0р.;;;;;;;
Код;Фото;"Артикул
Наименование 
Штрихкод";Артикул;Вес шт., Кг;Объём шт., см3;Штрихкод;Остаток;"РРЦ*,
 руб./шт.";Цена без НДС;Заказ шт.; Сумма ;Срок годности;;Описание;Состав;;;
;Health & Beauty;Уход за кожей лица;;;;;;;;;;;;;;;;
5609/0;;"HB101
Крем для лица  с медом и оливковым маслом SPF-20, 50мл
7290011843267";HB101;0,22;0;7290011843267;2;1 140р.;593р.;; - ;;;Активный крем с высоким содержанием минералов Мертвого моря. Крем повышает эластичность кожи лица и шеи и замедляет процесс старения, обеспечивает многоуровневую защиту кожных покровов на весь день. Содержит минералы Мертвого моря, оливковое масло, комплекс меда, прополиса и маточного молочка, масло розы. Подходит для всех типов кожи. Идеальная основа под макияж.;Water, Ethylhexyl Methoxycinnamate, Cetearyl Alcohol & Cetearyl Glucoside, Cera Carnauba (Copernicia Cerifera Wax), Titanium Dioxide, Ectoin, Phyllanthus Emblica (Fruit) Extract, Butyrospermum Parkii (Shea Butter), Myrciaria Dubia Fruit Extract&Glycerin&Aqua, Aleurites Moluccana (Kukui Nut) Seed Oil &Borage (Borago Officinalis) seed oil & Evening primrose  (oenothera Bienis) oil &Sea Buckthorn (Hippophae Rhamnoides - Oblipiha) oil &Olive (Olea Europaea) oil & Cucurbita Pepo (Pumpkin) Seed Oil & Avocado (persea gratissima) oil &Carrot (daucos carota sativa) oil & Rosa Canina (Rose Hips) fruit oil, Corn (Zea mays) extract & Nettle (Urtica dioica) extract &Witch hazel - Hamamelis Virginiana extract & Oryza Sativa (Rice) Bran extract &Algae extract & Camellia Sinensis (Green tea) extract &Pomegranate (Punica Granatum) extract & Horse chestnut (aesculus hippocastanum) extract& Witch hazel (Hamamelis Virginiana) extract & Aloe barbadensis leaf extract&Matricaria (Chamomilla Recutita) extract, Glycyrrhiza Glabra (Licorice) Extract&Aspergillus Ferment& Ethoxydiglycol&Sorbic Acid, O Avena Sativa (Oat) Extract, Buxus Chinensis  (Jojoba) Oil, Calendula Officinalis Flower Oil, Magnesium Ascorbil Phosphate, Citric acid, Tocophryl Acetate, Retinyl Palmitate, Squalane, Dehydroacetic acid, Sodium Dehydroacetate, Maris Sal (Dead Sea salt), Mel (Honey), Triticum Vulgare  (Wheat) Germ Oil, Passiflora Incarnata (Passionflower) Oil, Geraniol, D-Limonene, Citral, Phenoxyethanol,Geraniol,Limonene.;;;
5610/0;;"HB102
Крем для лица  облепиховый для предотвращения старения SPF-20, 50мл
7290011843519";HB102;0,22;0;7290011843519;4;1 140р.;593р.;; - ;;;Эффективный омолаживающий крем, прекрасно корректирует возрастные изменения, осветляет пигментные пятна и обеспечивает экспресс увлажнение кожи лица. Крем обогащен облепиховым маслом, содержащим высокую концентрацию бета-каротина, витаминами А, С, Е. Содержит необходимые жирные кислоты омега-3 и омега-6, а также компоненты, осветляющие пигментированную кожу, минералы Мертвого моря. Подходит для нормальной и сухой кожи, а также области вокруг глаз.;Aqua, Cera Alba (Bees wax),Cetyl Alcohol, Stearyl Alcohol, Montan Cera, Cera Carnauba (Copernicia Cerifera wax), Ethylhexyl Methoxynnamate, Simmondsia  Chinensis (Jojoba) oil, Butyrospermum Parkii (Shea Butter), Titanium Dioxide, Squalane, Evening Primrose (Oenotfera  Biennis) oil, Lactic acid, Borago Officinalis (Borage) Seed Oil, Calendula Officinalis flower oil, Hamamelis Virginiana Extract & Propylene Glycole & Aqua, Algae Extract, Sorbitol (Natural), Camellia Sinensis (Green tea Extract), Xanthan Gum, Maris sal (Dead Sea salt), Aloe Vera Barbadensis leaf extract, Tocopheryl Acetate (Vit. E), Sodium Ascorbil Phosphate (Vitamin C), Hippophae Rhamnoides oil (Sea Buckthorn) fruit oil,  Glycolic acid, Potassium Sorbate, Sodium benzoate, CI 14700, CI 47005.;;;
5611/0;;"HB103
Крем для лица  морковный увлажняющий и питательный, 50мл
7290012326080";HB103;0,22;0;7290012326080;2;1 140р.;593р.;; - ;;;Универсальный крем для всех типов кожи регулирует содержание влаги, обеспечивает комплексное питание, обладает витаминизирующим действием (А,В,С,Д,Е,К), стимулирует процесс регенерации кожных покровов, подтягивает кожу лица, улучшая ее внешний вид и цвет. Содержит морковное, облепиховое масла и масло плодов шиповника, а также экстракт ромашки и минералы Мертвого моря.;Purified water (Aqua)stearyl alcoholcetyl alcoholAvocado (Persea Gratissima)OilGlycerinejojoba (buxus chinesis) oilShea Butter (Butyrospermum Parkii(Beeswax (cera alba(Sorbitol (Natural(Camellia Sinensis (Green tea) Extractcarnauba waxOMCTocopheryl Acetate (Vitamin E)Carrot (Daucus Carota Sativa) OilEvening Primrose oilmontan waxOlive (Olea Europaea) OilSodium Ascorbil Phosphate (Vitamin C(SqualaneSodium benzoateBorage (Borago Officinalis) seed oilCalendula Officinalis oilAlgea ExtractCucumber ExtractHamamelis ExtractTitanium DioxideAloe Barbadensis GelAloe Vera Barbadensis leaf extractPearl PowderPomegranate (Punica Granatum) ExtractRosa canina (Rosehip) Fruit OilLactic acidXanthan Gumalpha-Linolenic Chamomile (Anthemis Nobilis) ExtractDead Sea Minerals (Sea Salt(gamma-Linolenic acid Glycolic acidsea buckthorn (sandthorn) oilHoneyLinoleic acidPotassium SorbateD&C Yellow # 10FD&C Red # 4;;;
5612/0;;"HB104
Крем для лица  интенсивный с Авокадо и Алое, 50мл
7290012326097";HB104;0,22;0;7290012326097;2;1 140р.;593р.;; - ;;;Активный крем для дневного экспресс увлажнения и восстановительного питания кожи лица в ночное время. Обогащен маслом авокадо, оливковым маслом, экстрактом алоэ и ромашки, обладающий расслабляющим действием. В состав входят витамина А, С, Е. Крем создан специально для сухой, чувствительной и увядающей кожи лица, нуждающейся в интенсивном и глубоком увлажнении.;Purified water (aqua), Stearyl alcohol, Cetyl alcohol, Avocado (persea gratissima)oil, Glycerine, Jojoba (buxus chinesis) oil, Shea butter (butyrospermum parkii), Beeswax (cera alba(, Sorbitol (natural), Camellia sinensis (green tea) extract, Carnauba wax, Omc, Tocopheryl acetate (vitamin E), Carrot (daucus carota sativa) oil, Evening Primrose oil, Montan wax, Olive (Olea Europaea) oil, Sodium Ascorbil Phosphate (vitamin C), Squalane, Sodium benzoate, Borage (borago officinalis) seed oil, Calendula officinalis oil, Algea extract, Cucumber extract, Hamamelis extract, Titanium dioxide, Aloe barbadensis gel, Aloe vera barbadensis leaf extract, Pearl powder, Pomegranate (punica granatum) extract, Rosa canina (rosehip) fruit oil, Lactic acid, Xanthan gum, Alpha-linolenic, Chamomile (anthemis nobilis) extract, Dead sea minerals (sea salt(, Gamma-Linolenic acid, Glycolic acid, Sea buckthorn (sandthorn) oil, Honey, Linoleic acid, Potassium sorbate, D&c yellow # 10, Fd&c red # 4;;;
