;Бланк заказа ООО ИКЦ КОНТРАКТ на 25.05.17;;;;;Сумма;4;Общий заказ;;Итого со скидкой;;;;;;;;
;121596, г.Москва, ул. Говорова, 6. Тел. 448-3794,447-4115 ;;;;;0р.;0;Вес, кГ;0;0р.;;;;;;;;
;e-mail: kontrakt@kontrakt.ru    http://www.kontrakt.ru;;;;;;0;Объём, м3;0,0;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Shemen Amour  Израиль;;;;;Базовая скидка;50%;;;Скидка по бренду;50%;;;;;;;
;;;;;;Сумма заказа по бренду;0р.;;;Сумма по бренду;0р.;;;;;;;
Код;Фото;"Артикул
Наименование 
Штрихкод";Артикул;Вес шт., Кг;Объём шт., см3;Штрихкод;Остаток;"РРЦ*,
 руб./шт.";Цена;Заказ шт.; Сумма ;;;Описание;Состав;;;
;Shemen Amour;Dead Sea Treatment  для лица;;;;;;;;;;;;;;;;
5951/0;;"SA5010
Крем  дневной обогащенный увлажняющий  50 мл 
7290010025725";SA5010;0,23;512;7290010025725;38;990р.;495р.;; - ;;;Увлажняющий крем с минералами Мёртвого моря и витаминами A, C, D, F обогащает и увлажняет кожу лица и шеи, способствует обновлению клеток, стимулирует восстановление эпидермиса и возвращает коже эластичность, мягкость и сияющий здоровьем внешний вид. Крем эффективно питает кожу, защищает её от вредных климатических условий, омолаживает и снабжает необходимыми минералами и витаминами. Масло авокадо глубоко проникает в кожу, активно увлажняет ее, предохраняя от высыхания и шелушения, стимулирует выработку организмом коллагена и ускоряет процесс регенерации клеток кожи. Ромашка, розмарин и экстракт Алое Вера успокаивают чувствительную кожу, тонизируют её и укрепляют стенки сосудов.;Water, Mineral Oil, Cetearyl Alcohol & Peg 20 Stearate, Glycerin, Isopropyl Palmitate, Glyceryl Stearate, Ethlhexyl Methoxycinnamate, Propylen Glycol,  Butyrospermun Parkii Butter (Shea Butter), Dimetticone, Presa Gratissima (Avocado) Oil, Ricinees Communis (Castor) Seed Oil, Panax Ginseng Root Extract, Fragrance (Coumarin), Imidazolidinyl Urea, Carbomer, Triethanolamine, Benzyl alcohol, Dehydroacetic Acid, Benzoic Acid, BHT, Aloe Barbadensis Flower Extract, Tocopheryl Acetate, Retinyl Palmitate, Methylchloroisothiazolinone, Methylosothiazolinone.;;;
5952/0;;"SA5011
Крем  ночной обогащенный 50 мл 
7290010025718";SA5011;0,23;512;7290010025718;22;990р.;495р.;; - ;;;Ночной крем с минералами Мёртвого моря, натуральными маслами обеспечивает максимальный уход за кожей лица и шеи, регенерирует слои эпидермиса, стимулирует обновление клеток во время сна, успокаивает и увлажняет кожу, чтобы к утру лицо выглядело свежим, отдохнувшим и помолодевшим. Крем активно уменьшает признаки старения, восстанавливает эластичность, успокаивает и насыщает кожу полезными минералами и витаминами. Снимает признаки усталости, освежает и выравнивает цвет лица.;Water, Mineral Oil, Cetearyl Alcohol & Peg 20 Stearate, Glycerin, Isopropyl Palmitate, Glyceryl Stearate, Ethlhexyl Methoxycinnamate, Propylen Glycol,  Butyrospermun Parkii Butter (Shea Butter), Dimetticone, Presa Gratissima (Avocado) Oil, Ricinees Communis (Castor) Seed Oil, Panax Ginseng Root Extract, Fragrance (Coumarin), Imidazolidinyl Urea, Carbomer, Triethanolamine, Benzyl alcohol, Dehydroacetic Acid, Benzoic Acid, BHT, Aloe Barbadensis Flower Extract, Tocopheryl Acetate, Retinyl Palmitate, Methylchloroisothiazolinone, Methylosothiazolinone.;;;
5953/0;;"SA5012
Крем-пилинг  для лица  50 мл 
7290010025763";SA5012;0,23;512;7290010025763;20;990р.;495р.;; - ;;;Нежный скраб для лица с Алоэ-Вера, ромашкой, с измельчёнными абрикосовыми косточками, с маслом из листьев розмарина, витамином Е и минералами Мёртвого моря. Скраб деликатно удаляет омертвевшие клетки эпидермиса, поглощает жир, повышает тонус кожи и обеспечивает глубокое очищение, оставляя кожу гладкой и матовой. Питает и очищает кожные клетки, улучшает цвет лица, наполняет кожу особой энергией и свежестью.;Water (Aqua), Mineral Oil, Isopropylpalmitate, Cetearyl Alcohol & Peg-20 Stearate, Glycerin, Glyceryl Monostearate, Ethylhexyl Methoxycinnamate, Propylene Glycol, Avocado (Persea Gretissima) Oil, Butyrospermun Parkii Butter (Shea Butter), Dimethicone, Apricot Kernel Scrubami, Rosemarinus Officinalis (Rosemary) Leaf Oil, Fragrance( Coumarin), Imidazolidinyl Urea,Carbomer, Triethanolamine, Benzyl alcohol, Dehydroacetic Acid, Benzoic Acid, BHT, Sea Salt (Dead Sea), Tocopheryl Acetate, D-penthanol, Chamomilla Recutita (Matricaria) Extract, Aloe Barbadensis Flower Extract, Methylchloroisothiazolinone, Methylisothiazolinone.;;;
5961/0;;"SA5014
Увлажняющий крем для лица  Авокадо 50 мл 
7290010519866";SA5014;0,23;512;7290010519866;7;990р.;495р.;; - ;;;Увлажняющий крем для лица с маслом Авокадо, Витамином Е и минералами Мёртвого моря. Увлажняет кожу лица и шеи, повышает защитные функции, поддерживает упругость, предотвращает преждевременное старение, способствует регенерации и укреплению кожи, препятствует возникновению свободных радикалов, защищает от ультрафиолетовых  лучей  и  вредных  климатических  условий. Натуральные масла прекрасно питают кожу, улучшают цвет лица, возвращают коже природную гладкость и красоту.;Water (Aqua), Paraffinum Liquidum,  Cetyl Alcohol, Peg-20-Stearate Mineral Oil, Ethylhexyl-P-Methoxycinnamate, Glycerin,Avocado (Persea Gratissima) Oil, Prunus Amygdalus dulcis (Almond) Oil, Sesamum Indicum (Sesame) Oil, Simondsia,Chinesis (Jojoba) Oil, Olea Europaea (Olive) Oil, Dimethicone, Ammunium Laureth Sulfate, Fragrance, Imidazolidinyl Urea, Benzyl alcohol, Benzoic Acid, Dehydroacetic Acide, BHT, Maris Sal (Dead Sea), Tocopheryl Acetate, Aloe Barbadensis Flower Extract, Acid Yellow #23, Acid Blue #9,  Methylchloroisothiazolinone , Methylisothiazolinone.;;;
5962/0;;"SA5016
Увлажняющий крем для лица  Алое Вера 50 мл 
7290010519255";SA5016;0,23;512;7290010519255;22;990р.;495р.;; - ;;;Крем с Алое-Вера, минералами Мёртвого моря и витамином Е увлажняет, питает и насыщает кожу, оставляя её мягкой, гладкой и здоровой. Алое-Вера содержит более 200 питательных компонентов, включая 20 минералов, 18 аминокислот, в том числе все незаменимые аминокислоты, которые не вырабатываются организмом человека и напрямую связаны с регенерацией клеток. Крем активно препятствует процессу старения кожи, помогает сохранить естественный баланс влажности и упругость независимо от времени года и условий окружающей среды. Содержит Ультрафиолетовую защиту.;Water (Aqua), Paraffinum Liquidum,  Cetyl Alcohol, Peg-20-Stearate Mineral Oil, Ethylhexyl-P-Methoxycinnamate, Glycerin,Avocado (Persea Gratissima) Oil, Prunus Amygdalus dulcis (Almond) Oil, Sesamum Indicum (Sesame) Oil, Simondsia,Chinesis (Jojoba) Oil, Olea Europaea (Olive) Oil, Dimethicone, Ammunium Laureth Sulfate, Fragrance, Imidazolidinyl Urea, Benzyl alcohol, Benzoic Acid, Dehydroacetic Acide, BHT, Maris Sal (Dead Sea), Tocopheryl Acetate, Aloe Barbadensis Flower Extract, Acid Yellow #23, Acid Blue #9,  Methylchloroisothiazolinone , Methylisothiazolinone.;;;
